Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%,Transfer_Value,Transfer_Value_Str
Dan Burn,eng ENG,DF,Newcastle Utd,32,2970,1,0,10,0,1.7,0.9,9,56,10,0.03,0.0,0.05,0.03,N/A,0.15,0.05,9.9,1578,89.4,28670,N/A,N/A,N/A,8,35,7,0,N/A,N/A,N/A,N/A,33,19,N/A,15,32,23,9,25,2104,335,1183,823,103,46,N/A,N/A,1203,N/A,5,1,21,3,1417,28,N/A,5,2,91,127,62,67.2,9.5,€9.5M
Wes Burns,wls WAL,"FW,DF",Ipswich Town,30,926,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,N/A,0.1,0.0,18.3,153,60.5,2416,N/A,N/A,N/A,10,8,8,7,N/A,N/A,N/A,N/A,13,11,N/A,6,7,2,5,10,350,21,69,129,160,18,N/A,N/A,216,N/A,13,10,17,13,220,4,N/A,0,46,50,8,21,27.6,8.6,€8.6M
Moisés Caicedo,ec ECU,MF,Chelsea,23,2991,1,2,10,0,0.8,2.9,38,194,33,0.03,0.06,0.02,0.09,N/A,0.09,0.06,25.1,1792,89.7,31004,N/A,N/A,N/A,28,215,31,2,N/A,N/A,N/A,N/A,100,63,N/A,30,44,9,35,47,2340,85,502,1442,421,12,N/A,N/A,1308,N/A,28,2,35,23,1642,61,N/A,0,8,197,30,15,66.7,15.3,€15.3M
Tom Cairney,sct SCO,MF,Fulham,34,494,1,0,3,1,0.2,1.0,14,47,29,0.18,0.0,0.04,0.17,N/A,0.36,0.2,23.3,482,90.4,7576,N/A,N/A,N/A,10,46,7,3,N/A,N/A,N/A,N/A,11,5,N/A,3,5,1,4,4,576,6,83,305,196,12,N/A,N/A,385,N/A,15,4,5,4,468,8,N/A,0,17,44,4,8,33.3,2.8,€2.8M
Jens Cajuste,se SWE,MF,Ipswich Town,25,1774,1,0,2,0,0.5,0.6,23,46,16,0.05,0.0,0.02,0.03,N/A,0.05,0.1,21.3,572,82.4,9440,N/A,N/A,N/A,11,45,5,1,N/A,N/A,N/A,N/A,39,19,N/A,28,24,9,15,25,904,59,261,475,182,11,N/A,N/A,420,N/A,21,3,21,14,521,21,N/A,0,9,98,12,20,37.5,12.3,€12.3M
Riccardo Calafiori,it ITA,DF,Arsenal,22,925,2,1,4,0,0.9,0.3,21,54,29,0.19,0.1,0.08,0.03,N/A,0.58,0.2,14.1,449,85.4,6549,N/A,N/A,N/A,6,40,9,1,N/A,N/A,N/A,N/A,26,18,N/A,11,12,6,6,9,628,30,161,249,222,29,N/A,N/A,291,N/A,12,3,11,5,377,16,N/A,3,11,30,22,13,62.9,5.7,€5.7M
Dominic Calvert-Lewin,eng ENG,FW,Everton,28,1574,3,1,2,0,6.1,0.6,22,19,105,0.17,0.06,0.35,0.04,N/A,0.97,0.07,12.3,174,62.6,2035,N/A,N/A,N/A,7,19,5,1,N/A,N/A,N/A,N/A,9,7,N/A,4,6,2,4,6,491,21,38,204,254,82,N/A,N/A,268,N/A,8,16,71,32,402,27,N/A,27,6,32,83,79,51.2,17.0,€17.0M
Diego Carlos,br BRA,DF,Aston Villa,32,830,0,0,1,0,0.6,0.0,3,34,0,0.0,0.0,0.07,0.0,N/A,0.11,0.0,6.7,534,88.6,10941,N/A,N/A,N/A,0,23,1,0,N/A,N/A,N/A,N/A,8,3,N/A,2,13,7,6,5,674,86,331,330,15,6,N/A,N/A,419,N/A,3,0,1,2,481,11,N/A,1,0,36,11,10,52.4,3.8,€3.8M
Fabio Carvalho,pt POR,"FW,MF",Brentford,22,455,2,1,1,0,2.5,0.7,9,17,23,0.4,0.2,0.49,0.13,N/A,0.99,0.17,14.7,126,70.8,1755,N/A,N/A,N/A,4,11,5,1,N/A,N/A,N/A,N/A,13,9,N/A,7,6,1,5,3,247,4,44,91,113,22,N/A,N/A,137,N/A,3,0,13,8,145,5,N/A,1,10,30,2,6,25.0,5.3,€5.3M
Casemiro,br BRA,MF,Manchester Utd,33,1335,1,0,3,0,1.7,2.3,4,70,26,0.07,0.0,0.11,0.15,N/A,0.54,0.04,18.8,670,78.5,11089,N/A,N/A,N/A,20,68,20,6,N/A,N/A,N/A,N/A,77,46,N/A,25,33,10,23,12,1091,69,327,555,217,38,N/A,N/A,575,N/A,10,0,10,10,697,17,N/A,3,19,89,31,17,64.6,7.9,€7.9M
Matty Cash,pl POL,DF,Aston Villa,27,1710,1,1,6,0,0.3,1.1,44,38,70,0.05,0.05,0.02,0.06,N/A,0.21,0.1,19.0,607,78.6,10099,N/A,N/A,N/A,10,36,8,4,N/A,N/A,N/A,N/A,46,26,N/A,10,17,6,11,21,963,70,350,382,242,37,N/A,N/A,479,N/A,33,4,17,6,547,24,N/A,1,30,61,17,19,47.2,9.3,€9.3M
Timothy Castagne,be BEL,DF,Fulham,29,1625,0,1,1,0,0.4,1.2,17,61,67,0.0,0.06,0.02,0.07,N/A,0.17,0.0,14.0,768,81.8,12239,N/A,N/A,N/A,9,51,5,3,N/A,N/A,N/A,N/A,46,29,N/A,19,15,6,9,22,1149,91,444,458,253,32,N/A,N/A,542,N/A,15,2,15,5,657,15,N/A,1,37,55,34,35,49.3,8.2,€8.2M
Trevoh Chalobah,eng ENG,DF,Chelsea,25,746,0,1,1,0,0.7,1.2,4,34,2,0.0,0.12,0.09,0.14,N/A,0.24,0.0,10.8,533,90.2,9186,N/A,N/A,N/A,3,37,3,0,N/A,N/A,N/A,N/A,7,4,N/A,1,4,2,2,7,668,55,279,340,54,11,N/A,N/A,374,N/A,2,0,3,2,501,6,N/A,0,3,25,22,10,68.8,4.2,€4.2M
Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,28,645,1,1,1,0,1.2,0.6,10,25,20,0.14,0.14,0.16,0.09,N/A,0.42,0.08,18.3,173,73.3,2702,N/A,N/A,N/A,6,17,7,2,N/A,N/A,N/A,N/A,12,5,N/A,7,8,1,7,3,293,7,49,146,103,12,N/A,N/A,140,N/A,7,0,11,3,198,10,N/A,0,9,23,2,8,20.0,6.4,€6.4M
Ben Chilwell,eng ENG,DF,Crystal Palace,28,139,0,0,1,0,0.1,0.2,2,3,10,0.0,0.0,0.05,0.13,N/A,0.65,0.0,27.6,45,65.2,618,N/A,N/A,N/A,2,4,2,0,N/A,N/A,N/A,N/A,4,4,N/A,3,3,1,2,4,98,6,35,43,25,1,N/A,N/A,39,N/A,1,0,2,2,42,2,N/A,2,3,12,3,3,50.0,0.7,€0.7M
Hamza Choudhury,bd BAN,"MF,DF",Leicester City,27,131,0,0,0,0,0.0,0.4,4,3,6,0.0,0.0,0.0,0.27,N/A,0.0,N/A,N/A,72,85.7,991,N/A,N/A,N/A,2,10,1,1,N/A,N/A,N/A,N/A,1,1,N/A,2,4,2,2,5,100,4,19,61,20,3,N/A,N/A,63,N/A,2,2,1,0,71,1,N/A,0,5,2,0,0,N/A,0.8,€0.8M
Ryan Christie,sct SCO,MF,Bournemouth,30,2117,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/A,0.51,0.06,19.6,837,79.3,14882,N/A,N/A,N/A,41,118,33,5,N/A,N/A,N/A,N/A,54,33,N/A,37,44,11,33,30,1376,74,256,773,372,46,N/A,N/A,726,N/A,40,8,44,25,777,43,N/A,1,48,182,20,28,41.7,13.7,€13.7M
Harry Clarke,eng ENG,DF,Ipswich Town,24,379,0,0,3,1,0.1,0.0,5,14,2,0.0,0.0,0.02,0.01,N/A,0.24,0.0,4.5,190,80.5,3442,N/A,N/A,N/A,1,21,1,0,N/A,N/A,N/A,N/A,5,3,N/A,3,5,4,1,4,268,18,100,122,47,2,N/A,N/A,118,N/A,7,0,4,2,163,5,N/A,0,5,17,10,4,71.4,2.1,€2.1M
Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24,1033,0,4,2,0,1.0,2.0,30,33,47,0.0,0.35,0.09,0.17,N/A,0.17,0.0,19.4,260,76.0,4206,N/A,N/A,N/A,23,24,6,0,N/A,N/A,N/A,N/A,28,17,N/A,15,6,0,6,7,476,22,114,195,181,32,N/A,N/A,264,N/A,18,9,20,16,287,14,N/A,3,13,65,7,14,33.3,11.7,€11.7M
Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,34,483,0,0,1,0,0.0,0.3,6,7,8,0.0,0.0,0.0,0.06,N/A,0.0,0.0,31.4,171,76.0,3113,N/A,N/A,N/A,3,16,2,1,N/A,N/A,N/A,N/A,12,8,N/A,5,4,2,2,3,273,18,111,125,37,3,N/A,N/A,158,N/A,2,3,5,2,178,2,N/A,0,7,10,1,7,12.5,2.6,€2.6M
Conor Coady,eng ENG,DF,Leicester City,32,1354,0,0,2,0,0.1,0.1,2,28,0,0.0,0.0,0.01,0.0,N/A,0.07,0.0,9.2,764,90.6,13171,N/A,N/A,N/A,1,31,2,0,N/A,N/A,N/A,N/A,12,8,N/A,2,26,19,7,11,958,186,521,421,17,6,N/A,N/A,636,N/A,2,1,4,2,703,7,N/A,1,0,46,13,16,44.8,6.2,€6.2M
Séamus Coleman,ie IRL,DF,Everton,36,197,0,0,1,0,0.6,0.0,1,8,2,0.0,0.0,0.26,0.0,N/A,0.46,0.0,10.5,57,72.2,1046,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,2,1,N/A,1,5,3,2,1,100,11,39,43,19,2,N/A,N/A,43,N/A,1,0,1,1,51,0,N/A,0,3,7,1,1,50.0,0.8,€0.8M
Nathan Collins,ie IRL,DF,Brentford,24,3060,2,3,5,0,2.5,1.8,28,113,18,0.06,0.09,0.07,0.05,N/A,0.18,0.12,10.7,1535,85.7,29301,N/A,N/A,N/A,10,98,7,2,N/A,N/A,N/A,N/A,36,21,N/A,10,69,49,20,32,2202,355,1153,898,161,65,N/A,N/A,1147,N/A,10,0,16,8,1329,24,N/A,6,7,148,110,59,65.1,12.5,€12.5M
Toby Collyer,eng ENG,MF,Manchester Utd,21,179,0,0,0,0,0.2,0.3,0,5,2,0.0,0.0,0.09,0.13,N/A,0.0,0.0,6.2,76,82.6,1127,N/A,N/A,N/A,2,3,1,0,N/A,N/A,N/A,N/A,12,9,N/A,1,2,1,1,2,129,9,46,59,25,3,N/A,N/A,68,N/A,0,0,11,1,71,2,N/A,0,0,17,3,1,75.0,1.3,€1.3M
Levi Colwill,eng ENG,DF,Chelsea,22,2789,1,1,8,0,1.3,1.1,13,124,11,0.03,0.03,0.04,0.04,N/A,0.1,0.06,9.9,2167,89.6,39487,N/A,N/A,N/A,14,144,7,3,N/A,N/A,N/A,N/A,40,28,N/A,9,34,24,10,31,2669,330,1241,1310,128,35,N/A,N/A,1526,N/A,11,1,13,8,1964,42,N/A,4,13,108,76,51,59.8,12.2,€12.2M
Lewis Cook,eng ENG,"MF,DF",Bournemouth,28,2726,1,3,8,0,0.9,4.1,33,152,48,0.03,0.1,0.03,0.14,N/A,0.13,0.07,23.4,1131,76.5,19703,N/A,N/A,N/A,47,149,25,10,N/A,N/A,N/A,N/A,77,41,N/A,30,28,10,18,40,1776,82,416,930,449,19,N/A,N/A,779,N/A,28,4,29,16,888,46,N/A,3,126,178,40,34,54.1,14.0,€14.0M
Vladimír Coufal,cz CZE,DF,West Ham,32,865,0,0,4,0,0.2,0.6,15,32,25,0.0,0.0,0.02,0.06,N/A,0.1,0.0,16.7,363,77.7,5924,N/A,N/A,N/A,6,35,12,7,N/A,N/A,N/A,N/A,17,11,N/A,11,13,11,2,8,579,56,224,242,116,10,N/A,N/A,231,N/A,5,2,10,6,314,20,N/A,0,20,28,18,12,60.0,4.0,€4.0M
Woyo Coulibaly,fr FRA,DF,Leicester City,25,109,0,0,1,0,0.0,0.0,4,3,2,0.0,0.0,0.04,0.0,N/A,0.83,0.0,19.4,48,84.2,797,N/A,N/A,N/A,0,3,0,0,N/A,N/A,N/A,N/A,6,4,N/A,0,3,1,2,5,76,8,27,31,20,4,N/A,N/A,48,N/A,2,1,4,0,36,2,N/A,0,0,14,0,3,0.0,0.6,€0.6M
Aaron Cresswell,eng ENG,DF,West Ham,35,589,0,0,2,0,0.1,1.1,4,24,2,0.0,0.0,0.02,0.17,N/A,0.0,0.0,29.8,355,80.7,6769,N/A,N/A,N/A,7,40,4,1,N/A,N/A,N/A,N/A,8,4,N/A,2,7,4,3,6,495,33,196,236,68,1,N/A,N/A,200,N/A,7,0,3,0,312,3,N/A,0,27,21,7,6,53.8,2.5,€2.5M
Marc Cucurella,es ESP,DF,Chelsea,26,2628,4,1,10,1,2.6,1.9,30,104,108,0.14,0.03,0.09,0.06,N/A,0.31,0.18,16.5,1529,88.0,24117,N/A,N/A,N/A,18,108,12,3,N/A,N/A,N/A,N/A,58,38,N/A,25,40,13,27,23,2014,100,603,933,486,72,N/A,N/A,864,N/A,17,2,26,6,1259,33,N/A,3,29,110,29,51,36.3,12.0,€12.0M
Jorge Cuenca,es ESP,DF,Fulham,25,259,0,0,0,0,0.0,0.0,0,9,0,0.0,0.0,0.01,0.0,N/A,0.0,0.0,13.1,102,83.6,1768,N/A,N/A,N/A,0,7,0,0,N/A,N/A,N/A,N/A,2,2,N/A,3,3,3,0,2,152,23,88,59,6,1,N/A,N/A,65,N/A,1,0,1,0,92,2,N/A,0,1,9,6,3,66.7,1.4,€1.4M
Matheus Cunha,br BRA,"MF,FW",Wolves,25,2425,15,6,3,0,7.9,7.3,104,131,147,0.56,0.22,0.29,0.27,N/A,1.48,0.15,20.6,743,71.9,11781,N/A,N/A,N/A,51,89,54,10,N/A,N/A,N/A,N/A,35,21,N/A,25,19,1,18,17,1425,22,173,657,643,117,N/A,N/A,819,N/A,88,36,72,48,957,41,N/A,8,123,123,10,27,27.0,31.2,€31.2M
Patson Daka,zm ZAM,"FW,MF",Leicester City,26,647,1,0,0,0,1.3,0.1,9,8,33,0.14,0.0,0.17,0.01,N/A,0.56,0.07,14.8,100,71.9,1396,N/A,N/A,N/A,1,6,1,0,N/A,N/A,N/A,N/A,17,9,N/A,10,7,1,6,1,234,8,38,108,92,27,N/A,N/A,132,N/A,6,4,18,10,156,11,N/A,3,3,17,10,27,27.0,6.6,€6.6M
Diogo Dalot,pt POR,DF,Manchester Utd,26,2788,0,3,5,0,2.0,2.0,62,102,164,0.0,0.1,0.06,0.07,N/A,0.16,0.0,15.6,1336,80.5,21497,N/A,N/A,N/A,26,61,25,8,N/A,N/A,N/A,N/A,67,39,N/A,18,22,9,13,37,1965,113,658,767,557,66,N/A,N/A,1111,N/A,37,16,37,21,1186,40,N/A,4,65,164,38,21,64.4,11.5,€11.5M
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24,2578,2,10,2,0,2.6,7.6,63,209,117,0.07,0.35,0.09,0.26,N/A,0.24,0.06,17.5,984,73.0,16907,N/A,N/A,N/A,57,149,66,17,N/A,N/A,N/A,N/A,74,41,N/A,44,34,2,32,25,1659,34,303,756,622,70,N/A,N/A,943,N/A,42,9,53,43,1100,17,N/A,6,122,156,12,25,32.4,26.7,€26.7M
Danilo,br BRA,"MF,FW",Nott'ham Forest,24,267,0,0,0,0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,89,78.1,1435,N/A,N/A,N/A,0,13,0,0,N/A,N/A,N/A,N/A,6,3,N/A,2,2,1,1,3,140,8,50,78,13,0,N/A,N/A,49,N/A,0,0,6,0,83,1,N/A,0,3,18,1,1,50.0,2.8,€2.8M
Kevin Danso,at AUT,DF,Tottenham,26,482,0,0,0,0,0.4,0.1,10,17,1,0.0,0.0,0.07,0.01,N/A,0.37,0.0,17.5,342,88.4,6292,N/A,N/A,N/A,2,22,2,1,N/A,N/A,N/A,N/A,5,4,N/A,2,6,6,0,2,453,55,241,190,24,7,N/A,N/A,320,N/A,4,0,7,1,334,6,N/A,0,1,21,12,8,60.0,2.6,€2.6M
Ben Davies,wls WAL,DF,Tottenham,32,1036,0,0,3,0,0.3,0.2,13,49,6,0.0,0.0,0.02,0.02,N/A,0.09,0.0,17.0,745,89.4,13969,N/A,N/A,N/A,2,41,2,0,N/A,N/A,N/A,N/A,13,9,N/A,7,23,15,8,11,965,169,502,419,44,12,N/A,N/A,558,N/A,9,0,4,0,653,12,N/A,0,4,34,41,35,53.9,4.7,€4.7M
Leif Davis,eng ENG,DF,Ipswich Town,25,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,N/A,0.07,0.07,20.4,854,71.5,14708,N/A,N/A,N/A,54,30,26,11,N/A,N/A,N/A,N/A,45,26,N/A,17,24,8,16,25,1459,115,517,484,477,36,N/A,N/A,659,N/A,27,10,36,14,770,25,N/A,3,148,111,33,22,60.0,11.9,€11.9M
Craig Dawson,eng ENG,DF,Wolves,34,971,0,0,2,0,0.5,0.0,6,20,5,0.0,0.0,0.05,0.0,N/A,0.09,0.0,8.5,484,86.6,9745,N/A,N/A,N/A,2,22,1,0,N/A,N/A,N/A,N/A,15,3,N/A,3,16,11,5,9,671,130,396,249,28,14,N/A,N/A,390,N/A,1,0,2,0,443,6,N/A,2,0,35,21,11,65.6,4.2,€4.2M
Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33,1538,4,7,2,0,3.8,7.6,47,135,137,0.23,0.41,0.22,0.44,N/A,0.82,0.08,21.7,799,76.0,13542,N/A,N/A,N/A,51,80,51,11,N/A,N/A,N/A,N/A,17,9,N/A,18,8,0,8,7,1210,10,73,408,739,71,N/A,N/A,711,N/A,45,18,24,26,907,16,N/A,5,122,56,4,15,21.1,16.6,€16.6M
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,32,744,1,2,2,0,0.8,1.2,14,15,48,0.12,0.24,0.1,0.15,N/A,0.36,0.14,25.1,145,70.4,1883,N/A,N/A,N/A,6,9,5,0,N/A,N/A,N/A,N/A,9,4,N/A,10,6,1,5,0,272,15,49,114,109,16,N/A,N/A,174,N/A,5,6,11,10,188,9,N/A,4,15,29,6,14,30.0,6.8,€6.8M
Liam Delap,eng ENG,FW,Ipswich Town,22,2424,12,2,9,0,9.1,1.9,59,30,104,0.45,0.07,0.34,0.07,N/A,1.0,0.16,15.9,208,61.0,2873,N/A,N/A,N/A,20,16,6,0,N/A,N/A,N/A,N/A,10,7,N/A,12,8,0,8,2,647,29,78,270,320,87,N/A,N/A,424,N/A,45,28,96,55,507,65,N/A,13,5,64,52,67,43.7,29.8,€29.8M
Sepp van den Berg,nl NED,DF,Brentford,23,2226,0,0,2,0,1.6,0.2,9,68,27,0.0,0.0,0.07,0.01,N/A,0.2,0.0,10.8,914,84.2,15702,N/A,N/A,N/A,4,56,3,1,N/A,N/A,N/A,N/A,35,22,N/A,9,48,34,14,19,1377,239,699,523,158,41,N/A,N/A,610,N/A,9,1,14,7,775,19,N/A,1,7,81,83,65,56.1,11.5,€11.5M
Justin Devenny,nir NIR,MF,Crystal Palace,21,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0.0,0.14,0.09,N/A,0.84,0.13,21.2,120,70.6,1883,N/A,N/A,N/A,6,15,4,1,N/A,N/A,N/A,N/A,14,9,N/A,7,3,0,3,0,232,7,42,115,80,7,N/A,N/A,109,N/A,5,1,16,2,140,7,N/A,1,17,21,2,13,13.3,3.3,€3.3M
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,26,259,0,1,0,0,0.2,1.1,5,14,11,0.0,0.35,0.08,0.37,N/A,0.0,0.0,7.8,127,83.6,1898,N/A,N/A,N/A,3,12,3,0,N/A,N/A,N/A,N/A,8,5,N/A,2,2,0,2,1,181,4,28,95,58,6,N/A,N/A,93,N/A,1,0,1,3,137,4,N/A,0,2,9,0,1,0.0,2.6,€2.6M
Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22,1594,6,6,3,0,4.1,3.9,92,53,159,0.34,0.34,0.23,0.22,N/A,0.73,0.15,17.7,658,82.9,9051,N/A,N/A,N/A,39,25,29,5,N/A,N/A,N/A,N/A,33,26,N/A,11,10,0,10,11,1012,13,150,374,504,109,N/A,N/A,656,N/A,46,52,35,32,714,19,N/A,9,38,93,9,15,37.5,22.2,€22.2M
Rúben Dias,pt POR,DF,Manchester City,27,2001,0,0,4,0,1.4,0.3,35,122,6,0.0,0.0,0.06,0.01,N/A,0.22,0.0,19.2,1943,93.6,33548,N/A,N/A,N/A,5,189,5,0,N/A,N/A,N/A,N/A,16,10,N/A,4,17,14,3,18,2230,195,749,1231,255,22,N/A,N/A,1592,N/A,54,1,7,1,1815,12,N/A,0,3,68,30,31,49.2,10.5,€10.5M
Luis Díaz,co COL,FW,Liverpool,28,2225,12,5,2,0,10.0,4.9,103,103,269,0.49,0.2,0.4,0.2,N/A,1.09,0.18,13.5,697,84.3,11124,N/A,N/A,N/A,54,45,43,6,N/A,N/A,N/A,N/A,33,21,N/A,21,18,0,18,7,1109,15,78,382,668,155,N/A,N/A,733,N/A,53,55,51,43,878,48,N/A,10,30,98,12,33,26.7,27.7,€27.7M
Tyler Dibling,eng ENG,"FW,MF",Southampton,19,1697,2,0,6,0,2.5,1.5,67,60,90,0.11,0.0,0.13,0.08,N/A,0.48,0.07,19.3,462,80.8,6935,N/A,N/A,N/A,20,25,20,1,N/A,N/A,N/A,N/A,34,20,N/A,10,19,5,14,8,807,24,106,369,351,40,N/A,N/A,520,N/A,47,26,41,53,604,28,N/A,2,27,74,10,21,32.3,21.0,€21.0M
Lucas Digne,fr FRA,DF,Aston Villa,31,2241,0,4,4,0,0.8,4.4,23,54,140,0.0,0.16,0.03,0.17,N/A,0.12,0.0,22.7,924,75.0,14998,N/A,N/A,N/A,35,43,29,18,N/A,N/A,N/A,N/A,62,36,N/A,20,23,4,19,25,1473,90,510,449,524,28,N/A,N/A,669,N/A,14,4,17,15,804,20,N/A,7,138,98,34,26,56.7,10.4,€10.4M
Issa Diop,fr FRA,DF,Fulham,28,1339,0,0,2,0,0.5,0.1,6,25,3,0.0,0.0,0.04,0.01,N/A,0.13,0.0,10.7,663,87.5,12350,N/A,N/A,N/A,3,43,1,0,N/A,N/A,N/A,N/A,26,12,N/A,5,10,7,3,9,903,125,498,381,26,13,N/A,N/A,533,N/A,2,0,9,2,617,10,N/A,0,1,45,20,12,62.5,6.8,€6.8M
Axel Disasi,fr FRA,DF,Chelsea,27,364,1,0,1,0,0.3,0.1,6,16,2,0.25,0.0,0.07,0.02,N/A,0.25,0.5,12.3,266,90.8,4218,N/A,N/A,N/A,2,20,2,0,N/A,N/A,N/A,N/A,7,4,N/A,5,4,1,3,2,323,17,110,175,40,2,N/A,N/A,196,N/A,3,0,1,3,242,2,N/A,0,0,15,5,2,71.4,1.9,€1.9M
Matt Doherty,ie IRL,DF,Wolves,33,1965,2,1,6,0,1.0,1.5,29,76,40,0.09,0.05,0.05,0.07,N/A,0.14,0.2,11.4,1003,82.6,18738,N/A,N/A,N/A,11,88,14,1,N/A,N/A,N/A,N/A,37,20,N/A,8,26,15,11,21,1433,123,566,705,179,25,N/A,N/A,754,N/A,19,4,11,5,909,18,N/A,2,18,99,48,19,71.6,9.4,€9.4M
Jeremy Doku,be BEL,"FW,MF",Manchester City,22,1397,3,6,1,0,1.0,4.4,189,66,259,0.19,0.39,0.07,0.28,N/A,0.58,0.13,18.2,558,79.3,7829,N/A,N/A,N/A,28,12,44,5,N/A,N/A,N/A,N/A,28,19,N/A,7,10,1,9,4,944,4,42,220,705,135,N/A,N/A,731,N/A,88,90,52,55,786,7,N/A,5,51,57,0,11,0.0,18.2,€18.2M
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26,1669,0,1,8,0,1.4,1.3,12,66,26,0.0,0.05,0.08,0.07,N/A,0.38,0.0,19.0,709,87.0,10239,N/A,N/A,N/A,13,71,9,1,N/A,N/A,N/A,N/A,75,40,N/A,35,34,11,23,27,1049,69,269,542,247,25,N/A,N/A,395,N/A,11,2,18,9,572,29,N/A,1,5,102,21,19,52.5,17.2,€17.2M
Patrick Dorgu,dk DEN,DF,Manchester Utd,20,585,0,0,3,1,0.4,0.4,25,21,53,0.0,0.0,0.06,0.07,N/A,0.31,0.0,16.2,261,79.6,3523,N/A,N/A,N/A,7,15,6,2,N/A,N/A,N/A,N/A,23,17,N/A,5,8,0,8,4,410,13,117,135,160,23,N/A,N/A,231,N/A,13,4,10,8,260,13,N/A,3,28,26,11,5,68.8,3.5,€3.5M
Abdoulaye Doucouré,ml MLI,MF,Everton,32,2425,3,1,5,1,3.9,2.3,40,78,91,0.11,0.04,0.14,0.09,N/A,0.33,0.1,13.8,676,79.6,10229,N/A,N/A,N/A,26,44,14,0,N/A,N/A,N/A,N/A,45,27,N/A,26,30,6,24,9,1090,31,218,502,385,59,N/A,N/A,571,N/A,24,8,33,35,705,46,N/A,10,23,139,29,43,40.3,13.0,€13.0M
Cheick Doucouré,ml MLI,MF,Crystal Palace,25,452,0,0,1,0,0.4,0.0,2,19,7,0.0,0.0,0.08,0.0,N/A,0.0,0.0,20.6,174,85.3,2909,N/A,N/A,N/A,1,17,3,0,N/A,N/A,N/A,N/A,16,8,N/A,6,4,0,4,11,263,11,56,165,45,4,N/A,N/A,133,N/A,7,1,4,7,160,7,N/A,0,1,31,5,5,50.0,3.1,€3.1M
Flynn Downes,eng ENG,MF,Southampton,26,1791,1,0,10,0,0.6,1.1,24,59,28,0.05,0.0,0.03,0.05,N/A,0.15,0.1,18.7,851,89.8,12498,N/A,N/A,N/A,15,52,11,0,N/A,N/A,N/A,N/A,43,23,N/A,18,22,6,16,30,1136,76,343,605,197,20,N/A,N/A,540,N/A,21,4,12,17,805,45,N/A,0,3,73,13,13,50.0,12.3,€12.3M
Tommy Doyle,eng ENG,MF,Wolves,23,488,0,1,1,0,0.6,0.5,6,40,4,0.0,0.18,0.1,0.09,N/A,0.37,0.0,24.5,321,81.9,6591,N/A,N/A,N/A,7,44,3,0,N/A,N/A,N/A,N/A,11,6,N/A,9,11,5,6,5,463,22,128,258,80,4,N/A,N/A,260,N/A,3,0,9,4,303,5,N/A,0,15,43,1,6,14.3,3.5,€3.5M
Radu Drăgușin,ro ROU,DF,Tottenham,23,1252,0,0,1,0,0.1,0.4,7,37,2,0.0,0.0,0.01,0.03,N/A,0.07,0.0,12.7,716,85.2,13638,N/A,N/A,N/A,4,52,2,1,N/A,N/A,N/A,N/A,10,6,N/A,6,22,16,6,15,961,148,510,430,30,12,N/A,N/A,623,N/A,3,0,8,2,669,6,N/A,0,1,48,33,22,60.0,7.1,€7.1M
