Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Moisés Caicedo,ec ECU,"MF,DF",Chelsea,23,3081,1,2,10,0,0.8,3.0,38,197,33,0.03,0.06,0.02,0.09,N/A,0.09,0.06,25.1,1827,89.7,31575,N/A,N/A,N/A,29,219,31,2,N/A,N/A,N/A,N/A,103,64,N/A,30,45,10,35,49,2394,89,521,1469,430,15,N/A,N/A,1323,N/A,29,2,36,24,1666,62,N/A,0,9,203,33,15,68.8
Tom Cairney,sct SCO,MF,Fulham,34,494,1,0,3,1,0.2,1.0,14,47,29,0.18,0.0,0.04,0.17,N/A,0.36,0.2,23.3,482,90.4,7576,N/A,N/A,N/A,10,46,7,3,N/A,N/A,N/A,N/A,11,5,N/A,3,5,1,4,4,576,6,83,305,196,12,N/A,N/A,385,N/A,15,4,5,4,468,8,N/A,0,17,44,4,8,33.3
Jens Cajuste,se SWE,MF,Ipswich Town,25,1783,1,0,2,0,0.5,0.6,23,46,16,0.05,0.0,0.02,0.03,N/A,0.05,0.1,21.3,576,82.4,9518,N/A,N/A,N/A,11,45,5,1,N/A,N/A,N/A,N/A,39,19,N/A,28,24,9,15,25,911,59,263,477,185,11,N/A,N/A,421,N/A,21,3,21,14,522,21,N/A,0,9,99,12,21,36.4
Riccardo Calafiori,it ITA,DF,Arsenal,22,925,2,1,4,0,0.9,0.3,21,54,29,0.19,0.1,0.08,0.03,N/A,0.58,0.2,14.1,449,85.4,6549,N/A,N/A,N/A,6,40,9,1,N/A,N/A,N/A,N/A,26,18,N/A,11,12,6,6,9,628,30,161,249,222,29,N/A,N/A,291,N/A,12,3,11,5,377,16,N/A,3,11,30,22,13,62.9
Dominic Calvert-Lewin,eng ENG,FW,Everton,28,1588,3,1,2,0,6.2,0.6,22,19,107,0.17,0.06,0.35,0.04,N/A,0.96,0.06,12.3,177,62.8,2075,N/A,N/A,N/A,7,19,5,1,N/A,N/A,N/A,N/A,9,7,N/A,4,6,2,4,6,499,22,39,208,257,83,N/A,N/A,272,N/A,8,16,73,33,407,27,N/A,27,6,32,84,80,51.2
Diego Carlos,br BRA,DF,Aston Villa,32,830,0,0,1,0,0.6,0.0,3,34,0,0.0,0.0,0.07,0.0,N/A,0.11,0.0,6.7,534,88.6,10941,N/A,N/A,N/A,0,23,1,0,N/A,N/A,N/A,N/A,8,3,N/A,2,13,7,6,5,674,86,331,330,15,6,N/A,N/A,419,N/A,3,0,1,2,481,11,N/A,1,0,36,11,10,52.4
Fabio Carvalho,pt POR,"FW,MF",Brentford,22,455,2,1,1,0,2.5,0.7,9,17,23,0.4,0.2,0.49,0.13,N/A,0.99,0.17,14.7,126,70.8,1755,N/A,N/A,N/A,4,11,5,1,N/A,N/A,N/A,N/A,13,9,N/A,7,6,1,5,3,247,4,44,91,113,22,N/A,N/A,137,N/A,3,0,13,8,145,5,N/A,1,10,30,2,6,25.0
Casemiro,br BRA,MF,Manchester Utd,33,1335,1,0,3,0,1.7,2.3,4,70,26,0.07,0.0,0.11,0.15,N/A,0.54,0.04,18.8,670,78.5,11089,N/A,N/A,N/A,20,68,20,6,N/A,N/A,N/A,N/A,77,46,N/A,25,33,10,23,12,1091,69,327,555,217,38,N/A,N/A,575,N/A,10,0,10,10,697,17,N/A,3,19,89,31,17,64.6
Matty Cash,pl POL,DF,Aston Villa,27,1800,1,1,6,0,0.3,1.1,46,39,75,0.05,0.05,0.02,0.05,N/A,0.2,0.1,19.0,642,79.2,10745,N/A,N/A,N/A,10,37,9,5,N/A,N/A,N/A,N/A,47,27,N/A,10,18,7,11,21,1012,73,365,401,257,37,N/A,N/A,507,N/A,34,4,17,9,575,25,N/A,1,33,64,17,19,47.2
Timothy Castagne,be BEL,DF,Fulham,29,1649,0,1,1,0,0.4,1.2,17,62,67,0.0,0.05,0.02,0.07,N/A,0.16,0.0,14.0,780,81.8,12441,N/A,N/A,N/A,9,51,5,3,N/A,N/A,N/A,N/A,46,29,N/A,19,15,6,9,22,1164,92,449,462,259,32,N/A,N/A,547,N/A,15,2,15,5,665,15,N/A,1,37,57,34,35,49.3
Trevoh Chalobah,eng ENG,DF,Chelsea,25,836,0,1,2,0,0.7,1.2,4,37,2,0.0,0.11,0.08,0.13,N/A,0.22,0.0,10.8,568,89.7,9779,N/A,N/A,N/A,3,40,3,0,N/A,N/A,N/A,N/A,10,6,N/A,1,5,2,3,9,725,68,310,366,54,11,N/A,N/A,395,N/A,4,1,3,2,539,8,N/A,0,3,26,23,11,67.6
Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,28,712,1,1,2,0,1.2,0.7,11,26,20,0.13,0.13,0.15,0.09,N/A,0.38,0.08,18.3,186,72.7,2998,N/A,N/A,N/A,8,20,7,2,N/A,N/A,N/A,N/A,12,5,N/A,7,8,1,7,3,314,7,57,158,104,12,N/A,N/A,148,N/A,7,0,11,3,215,11,N/A,0,9,25,2,9,18.2
Ben Chilwell,eng ENG,DF,Crystal Palace,28,139,0,0,1,0,0.1,0.2,2,3,10,0.0,0.0,0.05,0.13,N/A,0.65,0.0,27.6,45,65.2,618,N/A,N/A,N/A,2,4,2,0,N/A,N/A,N/A,N/A,4,4,N/A,3,3,1,2,4,98,6,35,43,25,1,N/A,N/A,39,N/A,1,0,2,2,42,2,N/A,2,3,12,3,3,50.0
Hamza Choudhury,bd BAN,"MF,DF",Leicester City,27,131,0,0,0,0,0.0,0.4,4,3,6,0.0,0.0,0.0,0.27,N/A,0.0,N/A,N/A,72,85.7,991,N/A,N/A,N/A,2,10,1,1,N/A,N/A,N/A,N/A,1,1,N/A,2,4,2,2,5,100,4,19,61,20,3,N/A,N/A,63,N/A,2,2,1,0,71,1,N/A,0,5,2,0,0,N/A
Ryan Christie,sct SCO,MF,Bournemouth,30,2117,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/A,0.51,0.06,19.6,837,79.3,14882,N/A,N/A,N/A,41,118,33,5,N/A,N/A,N/A,N/A,54,33,N/A,37,44,11,33,30,1376,74,256,773,372,46,N/A,N/A,726,N/A,40,8,44,25,777,43,N/A,1,48,182,20,28,41.7
Harry Clarke,eng ENG,DF,Ipswich Town,24,379,0,0,3,1,0.1,0.0,5,14,2,0.0,0.0,0.02,0.01,N/A,0.24,0.0,4.5,190,80.5,3442,N/A,N/A,N/A,1,21,1,0,N/A,N/A,N/A,N/A,5,3,N/A,3,5,4,1,4,268,18,100,122,47,2,N/A,N/A,118,N/A,7,0,4,2,163,5,N/A,0,5,17,10,4,71.4
Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24,1056,0,4,2,0,1.0,2.0,32,35,47,0.0,0.34,0.08,0.17,N/A,0.17,0.0,19.4,266,76.4,4343,N/A,N/A,N/A,23,25,6,0,N/A,N/A,N/A,N/A,28,17,N/A,16,6,0,6,7,486,22,115,198,187,32,N/A,N/A,272,N/A,18,9,20,18,293,15,N/A,3,13,67,7,14,33.3
Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,34,483,0,0,1,0,0.0,0.3,6,7,8,0.0,0.0,0.0,0.06,N/A,0.0,0.0,31.4,171,76.0,3113,N/A,N/A,N/A,3,16,2,1,N/A,N/A,N/A,N/A,12,8,N/A,5,4,2,2,3,273,18,111,125,37,3,N/A,N/A,158,N/A,2,3,5,2,178,2,N/A,0,7,10,1,7,12.5
Conor Coady,eng ENG,DF,Leicester City,32,1444,0,0,2,0,0.1,0.1,3,30,0,0.0,0.0,0.01,0.0,N/A,0.06,0.0,9.2,829,90.9,14352,N/A,N/A,N/A,1,32,2,0,N/A,N/A,N/A,N/A,12,8,N/A,3,27,20,7,13,1036,199,569,450,18,6,N/A,N/A,676,N/A,3,1,4,2,762,7,N/A,1,0,50,13,19,40.6
Séamus Coleman,ie IRL,DF,Everton,36,197,0,0,1,0,0.6,0.0,1,8,2,0.0,0.0,0.26,0.0,N/A,0.46,0.0,10.5,57,72.2,1046,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,2,1,N/A,1,5,3,2,1,100,11,39,43,19,2,N/A,N/A,43,N/A,1,0,1,1,51,0,N/A,0,3,7,1,1,50.0
Nathan Collins,ie IRL,DF,Brentford,24,3150,2,3,5,0,2.5,1.8,28,117,18,0.06,0.09,0.07,0.05,N/A,0.17,0.12,10.7,1572,85.7,30030,N/A,N/A,N/A,10,102,7,2,N/A,N/A,N/A,N/A,37,22,N/A,12,71,51,20,32,2257,360,1179,924,164,66,N/A,N/A,1176,N/A,12,0,19,8,1365,24,N/A,6,7,149,112,60,65.1
Toby Collyer,eng ENG,MF,Manchester Utd,21,179,0,0,0,0,0.2,0.3,0,5,2,0.0,0.0,0.09,0.13,N/A,0.0,0.0,6.2,76,82.6,1127,N/A,N/A,N/A,2,3,1,0,N/A,N/A,N/A,N/A,12,9,N/A,1,2,1,1,2,129,9,46,59,25,3,N/A,N/A,68,N/A,0,0,11,1,71,2,N/A,0,0,17,3,1,75.0
Levi Colwill,eng ENG,DF,Chelsea,22,2879,1,1,8,0,1.3,1.1,13,125,11,0.03,0.03,0.04,0.04,N/A,0.09,0.06,9.9,2211,89.6,40277,N/A,N/A,N/A,14,144,7,3,N/A,N/A,N/A,N/A,42,30,N/A,9,35,24,11,32,2728,344,1280,1330,129,35,N/A,N/A,1543,N/A,11,1,13,8,1996,42,N/A,4,13,110,76,51,59.8
Lewis Cook,eng ENG,"MF,DF",Bournemouth,28,2816,1,3,8,0,0.9,4.1,33,153,49,0.03,0.1,0.03,0.13,N/A,0.13,0.07,23.4,1158,76.8,20150,N/A,N/A,N/A,48,150,26,11,N/A,N/A,N/A,N/A,80,42,N/A,30,30,11,19,40,1814,85,427,954,453,19,N/A,N/A,791,N/A,29,4,29,17,904,46,N/A,3,127,182,40,34,54.1
Vladimír Coufal,cz CZE,DF,West Ham,32,876,0,0,4,0,0.2,0.6,15,33,25,0.0,0.0,0.02,0.06,N/A,0.1,0.0,16.7,370,77.6,6056,N/A,N/A,N/A,6,35,12,7,N/A,N/A,N/A,N/A,17,11,N/A,11,13,11,2,8,589,56,226,248,118,10,N/A,N/A,232,N/A,5,2,10,6,318,20,N/A,0,21,29,18,12,60.0
Woyo Coulibaly,fr FRA,DF,Leicester City,25,109,0,0,1,0,0.0,0.0,4,3,2,0.0,0.0,0.04,0.0,N/A,0.83,0.0,19.4,48,84.2,797,N/A,N/A,N/A,0,3,0,0,N/A,N/A,N/A,N/A,6,4,N/A,0,3,1,2,5,76,8,27,31,20,4,N/A,N/A,48,N/A,2,1,4,0,36,2,N/A,0,0,14,0,3,0.0
Aaron Cresswell,eng ENG,DF,West Ham,35,676,0,0,2,0,0.1,1.1,4,28,2,0.0,0.0,0.01,0.15,N/A,0.0,0.0,29.8,415,81.5,7803,N/A,N/A,N/A,7,43,4,1,N/A,N/A,N/A,N/A,9,5,N/A,2,9,4,5,8,576,39,227,281,73,1,N/A,N/A,228,N/A,7,0,3,0,353,3,N/A,0,28,29,7,6,53.8
Marc Cucurella,es ESP,DF,Chelsea,26,2718,4,1,10,1,2.6,2.1,31,107,108,0.13,0.03,0.09,0.07,N/A,0.3,0.18,16.5,1569,88.0,24756,N/A,N/A,N/A,19,112,12,3,N/A,N/A,N/A,N/A,59,39,N/A,27,45,14,31,25,2075,109,637,958,490,73,N/A,N/A,882,N/A,18,2,26,6,1287,34,N/A,3,29,119,30,51,37.0
Jorge Cuenca,es ESP,DF,Fulham,25,259,0,0,0,0,0.0,0.0,0,9,0,0.0,0.0,0.01,0.0,N/A,0.0,0.0,13.1,102,83.6,1768,N/A,N/A,N/A,0,7,0,0,N/A,N/A,N/A,N/A,2,2,N/A,3,3,3,0,2,152,23,88,59,6,1,N/A,N/A,65,N/A,1,0,1,0,92,2,N/A,0,1,9,6,3,66.7
Matheus Cunha,br BRA,"MF,FW",Wolves,25,2425,15,6,3,0,7.9,7.3,104,131,147,0.56,0.22,0.29,0.27,N/A,1.48,0.15,20.6,743,71.9,11781,N/A,N/A,N/A,51,89,54,10,N/A,N/A,N/A,N/A,35,21,N/A,25,19,1,18,17,1425,22,173,657,643,117,N/A,N/A,819,N/A,88,36,72,48,957,41,N/A,8,123,123,10,27,27.0
Patson Daka,zm ZAM,"FW,MF",Leicester City,26,653,1,0,0,0,1.3,0.1,10,8,34,0.14,0.0,0.17,0.01,N/A,0.55,0.07,14.8,101,71.6,1400,N/A,N/A,N/A,1,6,1,0,N/A,N/A,N/A,N/A,17,9,N/A,10,7,1,6,1,239,9,41,109,94,28,N/A,N/A,134,N/A,7,5,19,10,158,12,N/A,3,3,18,10,27,27.0
Diogo Dalot,pt POR,DF,Manchester Utd,26,2788,0,3,5,0,2.0,2.0,62,102,164,0.0,0.1,0.06,0.07,N/A,0.16,0.0,15.6,1336,80.5,21497,N/A,N/A,N/A,26,61,25,8,N/A,N/A,N/A,N/A,67,39,N/A,18,22,9,13,37,1965,113,658,767,557,66,N/A,N/A,1111,N/A,37,16,37,21,1186,40,N/A,4,65,164,38,21,64.4
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24,2658,2,10,2,0,2.6,7.8,64,213,121,0.07,0.34,0.09,0.26,N/A,0.24,0.06,17.5,1011,72.7,17333,N/A,N/A,N/A,59,153,67,17,N/A,N/A,N/A,N/A,78,43,N/A,44,36,2,34,26,1713,34,310,785,640,72,N/A,N/A,972,N/A,42,9,54,44,1131,18,N/A,6,130,159,12,25,32.4
Danilo,br BRA,"MF,FW",Nott'ham Forest,24,267,0,0,0,0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,89,78.1,1435,N/A,N/A,N/A,0,13,0,0,N/A,N/A,N/A,N/A,6,3,N/A,2,2,1,1,3,140,8,50,78,13,0,N/A,N/A,49,N/A,0,0,6,0,83,1,N/A,0,3,18,1,1,50.0
Kevin Danso,at AUT,DF,Tottenham,26,572,0,0,0,0,0.4,0.1,11,17,1,0.0,0.0,0.06,0.01,N/A,0.31,0.0,17.5,373,86.7,6976,N/A,N/A,N/A,2,22,2,1,N/A,N/A,N/A,N/A,6,5,N/A,3,7,7,0,3,508,62,276,210,25,7,N/A,N/A,341,N/A,5,0,7,1,363,7,N/A,0,1,22,18,9,66.7
Ben Davies,wls WAL,DF,Tottenham,32,1126,0,0,4,0,0.3,0.2,14,50,6,0.0,0.0,0.02,0.02,N/A,0.08,0.0,17.0,797,88.0,14950,N/A,N/A,N/A,2,43,2,0,N/A,N/A,N/A,N/A,14,10,N/A,7,24,16,8,12,1045,178,549,451,45,12,N/A,N/A,588,N/A,10,0,4,0,699,14,N/A,0,4,36,47,38,55.3
Leif Davis,eng ENG,DF,Ipswich Town,25,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,N/A,0.07,0.07,20.4,854,71.5,14708,N/A,N/A,N/A,54,30,26,11,N/A,N/A,N/A,N/A,45,26,N/A,17,24,8,16,25,1459,115,517,484,477,36,N/A,N/A,659,N/A,27,10,36,14,770,25,N/A,3,148,111,33,22,60.0
Craig Dawson,eng ENG,DF,Wolves,35,971,0,0,2,0,0.5,0.0,6,20,5,0.0,0.0,0.05,0.0,N/A,0.09,0.0,8.5,484,86.6,9745,N/A,N/A,N/A,2,22,1,0,N/A,N/A,N/A,N/A,15,3,N/A,3,16,11,5,9,671,130,396,249,28,14,N/A,N/A,390,N/A,1,0,2,0,443,6,N/A,2,0,35,21,11,65.6
Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33,1538,4,7,2,0,3.8,7.6,47,135,137,0.23,0.41,0.22,0.44,N/A,0.82,0.08,21.7,799,76.0,13542,N/A,N/A,N/A,51,80,51,11,N/A,N/A,N/A,N/A,17,9,N/A,18,8,0,8,7,1210,10,73,408,739,71,N/A,N/A,711,N/A,45,18,24,26,907,16,N/A,5,122,56,4,15,21.1
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,32,744,1,2,2,0,0.8,1.2,14,15,48,0.12,0.24,0.1,0.15,N/A,0.36,0.14,25.1,145,70.4,1883,N/A,N/A,N/A,6,9,5,0,N/A,N/A,N/A,N/A,9,4,N/A,10,6,1,5,0,272,15,49,114,109,16,N/A,N/A,174,N/A,5,6,11,10,188,9,N/A,4,15,29,6,14,30.0
Liam Delap,eng ENG,FW,Ipswich Town,22,2491,12,2,10,0,9.3,1.9,60,30,105,0.43,0.07,0.34,0.07,N/A,1.01,0.16,16.0,211,61.2,2913,N/A,N/A,N/A,21,16,6,0,N/A,N/A,N/A,N/A,10,7,N/A,12,8,0,8,2,659,29,78,277,326,89,N/A,N/A,436,N/A,46,29,99,58,519,67,N/A,13,5,66,53,69,43.4
Sepp van den Berg,nl NED,DF,Brentford,23,2316,0,0,2,0,1.7,0.5,10,72,27,0.0,0.0,0.07,0.02,N/A,0.19,0.0,10.6,958,84.7,16548,N/A,N/A,N/A,5,57,3,1,N/A,N/A,N/A,N/A,37,22,N/A,9,50,36,14,20,1430,252,728,547,159,42,N/A,N/A,636,N/A,9,1,14,7,806,20,N/A,1,7,87,84,66,56.0
Justin Devenny,nir NIR,MF,Crystal Palace,21,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0.0,0.14,0.09,N/A,0.84,0.13,21.2,120,70.6,1883,N/A,N/A,N/A,6,15,4,1,N/A,N/A,N/A,N/A,14,9,N/A,7,3,0,3,0,232,7,42,115,80,7,N/A,N/A,109,N/A,5,1,16,2,140,7,N/A,1,17,21,2,13,13.3
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,26,259,0,1,0,0,0.2,1.1,5,14,11,0.0,0.35,0.08,0.37,N/A,0.0,0.0,7.8,127,83.6,1898,N/A,N/A,N/A,3,12,3,0,N/A,N/A,N/A,N/A,8,5,N/A,2,2,0,2,1,181,4,28,95,58,6,N/A,N/A,93,N/A,1,0,1,3,137,4,N/A,0,2,9,0,1,0.0
Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22,1639,7,6,3,0,4.2,4.0,93,55,163,0.38,0.33,0.23,0.22,N/A,0.77,0.16,18.0,676,82.9,9329,N/A,N/A,N/A,40,25,30,5,N/A,N/A,N/A,N/A,35,28,N/A,11,11,0,11,11,1042,13,154,381,523,112,N/A,N/A,678,N/A,48,54,36,32,731,19,N/A,9,38,99,9,15,37.5
Rúben Dias,pt POR,DF,Manchester City,27,2001,0,0,4,0,1.4,0.3,35,122,6,0.0,0.0,0.06,0.01,N/A,0.22,0.0,19.2,1943,93.6,33548,N/A,N/A,N/A,5,189,5,0,N/A,N/A,N/A,N/A,16,10,N/A,4,17,14,3,18,2230,195,749,1231,255,22,N/A,N/A,1592,N/A,54,1,7,1,1815,12,N/A,0,3,68,30,31,49.2
Luis Díaz,co COL,FW,Liverpool,28,2225,12,5,2,0,10.0,4.9,103,103,269,0.49,0.2,0.4,0.2,N/A,1.09,0.18,13.5,697,84.3,11124,N/A,N/A,N/A,54,45,43,6,N/A,N/A,N/A,N/A,33,21,N/A,21,18,0,18,7,1109,15,78,382,668,155,N/A,N/A,733,N/A,53,55,51,43,878,48,N/A,10,30,98,12,33,26.7
Tyler Dibling,eng ENG,"FW,MF",Southampton,19,1742,2,0,6,0,2.5,1.5,68,61,93,0.1,0.0,0.13,0.08,N/A,0.46,0.07,19.3,472,80.7,7050,N/A,N/A,N/A,20,25,20,1,N/A,N/A,N/A,N/A,34,20,N/A,10,19,5,14,8,823,25,110,372,360,41,N/A,N/A,533,N/A,49,26,41,53,617,28,N/A,2,28,75,10,21,32.3
Lucas Digne,fr FRA,DF,Aston Villa,31,2261,0,4,4,0,0.8,4.4,23,55,140,0.0,0.16,0.03,0.17,N/A,0.12,0.0,22.7,932,75.2,15153,N/A,N/A,N/A,35,43,29,18,N/A,N/A,N/A,N/A,63,37,N/A,21,23,4,19,25,1485,93,520,449,526,28,N/A,N/A,672,N/A,14,4,17,16,808,20,N/A,7,138,100,35,27,56.5
Issa Diop,fr FRA,DF,Fulham,28,1339,0,0,2,0,0.5,0.1,6,25,3,0.0,0.0,0.04,0.01,N/A,0.13,0.0,10.7,663,87.5,12350,N/A,N/A,N/A,3,43,1,0,N/A,N/A,N/A,N/A,26,12,N/A,5,10,7,3,9,903,125,498,381,26,13,N/A,N/A,533,N/A,2,0,9,2,617,10,N/A,0,1,45,20,12,62.5
Axel Disasi,fr FRA,DF,Chelsea,27,364,1,0,1,0,0.3,0.1,6,16,2,0.25,0.0,0.07,0.02,N/A,0.25,0.5,12.3,266,90.8,4218,N/A,N/A,N/A,2,20,2,0,N/A,N/A,N/A,N/A,7,4,N/A,5,4,1,3,2,323,17,110,175,40,2,N/A,N/A,196,N/A,3,0,1,3,242,2,N/A,0,0,15,5,2,71.4
Matt Doherty,ie IRL,DF,Wolves,33,1965,2,1,6,0,1.0,1.5,29,76,40,0.09,0.05,0.05,0.07,N/A,0.14,0.2,11.4,1003,82.6,18738,N/A,N/A,N/A,11,88,14,1,N/A,N/A,N/A,N/A,37,20,N/A,8,26,15,11,21,1433,123,566,705,179,25,N/A,N/A,754,N/A,19,4,11,5,909,18,N/A,2,18,99,48,19,71.6
Jeremy Doku,be BEL,"FW,MF",Manchester City,22,1397,3,6,1,0,1.0,4.4,189,66,259,0.19,0.39,0.07,0.28,N/A,0.58,0.13,18.2,558,79.3,7829,N/A,N/A,N/A,28,12,44,5,N/A,N/A,N/A,N/A,28,19,N/A,7,10,1,9,4,944,4,42,220,705,135,N/A,N/A,731,N/A,88,90,52,55,786,7,N/A,5,51,57,0,11,0.0
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26,1734,0,1,9,0,1.4,1.3,13,68,27,0.0,0.05,0.07,0.07,N/A,0.36,0.0,19.0,725,87.0,10492,N/A,N/A,N/A,13,73,9,1,N/A,N/A,N/A,N/A,76,40,N/A,36,34,11,23,27,1071,72,274,555,252,26,N/A,N/A,400,N/A,11,2,18,10,585,31,N/A,1,5,102,21,20,51.2
Patrick Dorgu,dk DEN,DF,Manchester Utd,20,630,0,0,3,1,0.4,0.4,27,23,54,0.0,0.0,0.05,0.06,N/A,0.29,0.0,16.2,280,79.8,3771,N/A,N/A,N/A,7,15,7,2,N/A,N/A,N/A,N/A,23,17,N/A,5,9,0,9,4,436,15,125,149,164,23,N/A,N/A,243,N/A,14,4,10,9,277,14,N/A,3,28,26,12,7,63.2
Abdoulaye Doucouré,ml MLI,MF,Everton,32,2425,3,1,5,1,3.9,2.3,40,78,91,0.11,0.04,0.14,0.09,N/A,0.33,0.1,13.8,676,79.6,10229,N/A,N/A,N/A,26,44,14,0,N/A,N/A,N/A,N/A,45,27,N/A,26,30,6,24,9,1090,31,218,502,385,59,N/A,N/A,571,N/A,24,8,33,35,705,46,N/A,10,23,139,29,43,40.3
Cheick Doucouré,ml MLI,MF,Crystal Palace,25,452,0,0,1,0,0.4,0.0,2,19,7,0.0,0.0,0.08,0.0,N/A,0.0,0.0,20.6,174,85.3,2909,N/A,N/A,N/A,1,17,3,0,N/A,N/A,N/A,N/A,16,8,N/A,6,4,0,4,11,263,11,56,165,45,4,N/A,N/A,133,N/A,7,1,4,7,160,7,N/A,0,1,31,5,5,50.0
Flynn Downes,eng ENG,MF,Southampton,26,1881,1,0,10,0,0.6,1.1,25,63,28,0.05,0.0,0.03,0.05,N/A,0.14,0.1,18.7,890,90.1,13048,N/A,N/A,N/A,15,54,12,0,N/A,N/A,N/A,N/A,44,24,N/A,18,24,6,18,30,1184,77,351,632,210,21,N/A,N/A,567,N/A,21,4,13,17,840,46,N/A,0,3,75,14,13,51.9
Tommy Doyle,eng ENG,MF,Wolves,23,488,0,1,1,0,0.6,0.5,6,40,4,0.0,0.18,0.1,0.09,N/A,0.37,0.0,24.5,321,81.9,6591,N/A,N/A,N/A,7,44,3,0,N/A,N/A,N/A,N/A,11,6,N/A,9,11,5,6,5,463,22,128,258,80,4,N/A,N/A,260,N/A,3,0,9,4,303,5,N/A,0,15,43,1,6,14.3
Radu Drăgușin,ro ROU,DF,Tottenham,23,1252,0,0,1,0,0.1,0.4,7,37,2,0.0,0.0,0.01,0.03,N/A,0.07,0.0,12.7,716,85.2,13638,N/A,N/A,N/A,4,52,2,1,N/A,N/A,N/A,N/A,10,6,N/A,6,22,16,6,15,961,148,510,430,30,12,N/A,N/A,623,N/A,3,0,8,2,669,6,N/A,0,1,48,33,22,60.0
Martin Dúbravka,sk SVK,GK,Newcastle Utd,36,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,265,79.6,5932,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,0,350,262,337,14,0,0,N/A,N/A,202,N/A,0,0,0,0,175,0,N/A,0,0,18,4,0,100.0
Lewis Dunk,eng ENG,DF,Brighton,33,2083,0,0,5,0,0.8,0.5,20,142,3,0.0,0.0,0.03,0.02,N/A,0.13,0.0,12.1,1778,91.0,32940,N/A,N/A,N/A,6,157,6,0,N/A,N/A,N/A,N/A,17,10,N/A,8,28,18,10,13,2127,258,993,1031,113,21,N/A,N/A,1341,N/A,19,0,9,3,1556,7,N/A,2,5,104,51,31,62.2
Jáder Durán,co COL,FW,Aston Villa,21,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.0,0.69,0.03,N/A,2.12,0.23,15.6,115,70.6,1558,N/A,N/A,N/A,4,10,1,0,N/A,N/A,N/A,N/A,8,7,N/A,3,5,0,5,0,263,13,36,110,122,47,N/A,N/A,133,N/A,7,2,16,15,192,14,N/A,5,3,19,19,19,50.0
Ederson,br BRA,GK,Manchester City,31,2050,0,4,3,0,0.0,1.5,0,1,0,0.0,0.18,0.0,0.07,N/A,0.0,N/A,N/A,730,88.2,17943,N/A,N/A,N/A,4,20,1,0,N/A,N/A,N/A,N/A,0,0,N/A,2,0,0,0,1,875,619,866,9,0,0,N/A,N/A,590,N/A,0,0,1,0,560,1,N/A,0,0,38,4,1,80.0
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,23,2232,6,9,1,0,4.2,4.8,87,54,190,0.24,0.36,0.17,0.19,N/A,0.85,0.15,17.3,479,65.2,6909,N/A,N/A,N/A,44,29,24,7,N/A,N/A,N/A,N/A,18,13,N/A,12,11,1,10,6,1000,29,133,290,594,98,N/A,N/A,527,N/A,42,42,70,39,672,8,N/A,15,156,84,24,34,41.4
